faceoffWinPctg,faceoffsLost,faceoffsWon,gameDate,gameId,gameLocationCode,gamesPlayed,goalsAgainst,goalsFor,losses,opponentTeamAbbrev,otLosses,penaltyKillPctg,points,ppGoalsAgainst,ppGoalsFor,ppOpportunities,ppPctg,shNumTimes,shootoutGamesLost,shootoutGamesWon,shotsAgainst,shotsFor,teamAbbrev,teamId,ties,wins
0.566,23,30,2018-02-03T18:00:00Z,2017020792,R,1,5,2,1,MTL,0,0.5714,0,3,1,4,0.25,7,0,0,29,45,ANA,24,0,0
0.6129,24,38,2018-03-31T23:00:00Z,2017021213,H,1,7,4,1,BUF,0,0.5555,0,4,1,4,0.25,9,0,0,36,36,NSH,18,0,0
0.5666,26,34,2017-10-16T23:30:00Z,2017020080,H,1,3,2,1,TBL,0,0.8,0,1,0,6,0.0,5,0,0,26,31,DET,17,0,0
0.5263,27,30,2018-03-24T23:00:00Z,2017021161,R,1,4,1,1,MIN,0,1.0,0,0,0,2,0.0,4,0,0,30,20,NSH,18,0,0
0.5072,34,35,2017-11-17T00:00:00Z,2017020287,H,1,5,2,1,VGK,0,0.0,0,0,0,2,0.0,0,0,0,30,21,VAN,23,0,0
0.4328,38,29,2018-02-09T00:30:00Z,2017020833,H,1,4,2,1,DAL,0,1.0,0,0,1,4,0.25,1,0,0,30,39,CHI,16,0,0
0.5468,29,35,2017-12-30T00:00:00Z,2017020586,R,1,2,1,1,ANA,0,0.8333,0,1,0,3,0.0,6,0,0,41,23,CGY,20,0,0
0.4647,38,33,2018-02-20T00:00:00Z,2017020915,R,1,5,2,1,NSH,0,0.6,0,2,1,3,0.3333,5,0,0,41,38,OTT,9,0,0
0.4576,32,27,2017-10-24T23:30:00Z,2017020130,R,1,5,1,1,MTL,0,0.5,0,2,0,2,0.0,4,0,0,37,27,FLA,13,0,0
0.4482,32,26,2018-03-23T23:00:00Z,2017021148,R,1,4,1,1,STL,0,1.0,0,0,0,3,0.0,3,0,0,25,20,VAN,23,0,0
0.6226,20,33,2017-10-26T23:30:00Z,2017020145,R,1,8,3,1,FLA,0,0.6666,0,1,0,3,0.0,3,0,0,22,34,ANA,24,0,0
0.6034,23,35,2017-11-07T00:30:00Z,2017020221,H,1,4,1,1,WPG,0,0.6666,0,1,1,4,0.25,3,0,0,26,34,DAL,25,0,0
0.5384,30,35,2018-02-20T00:30:00Z,2017020916,H,1,3,1,1,LAK,0,0.6666,0,1,0,1,0.0,3,0,0,32,28,CHI,16,0,0
0.5166,29,31,2018-02-13T00:00:00Z,2017020861,R,1,4,3,1,TOR,0,1.0,0,0,0,2,0.0,1,0,0,23,34,TBL,14,0,0
0.5,31,31,2018-03-03T00:00:00Z,2017020995,R,1,7,1,1,COL,0,0.6666,0,1,0,3,0.0,3,0,0,26,32,MIN,30,0,0
0.6603,18,35,2017-11-09T00:30:00Z,2017020234,H,1,5,1,1,TBL,0,0.75,0,1,0,2,0.0,4,0,0,30,33,SJS,28,0,0
0.4693,26,23,2017-12-16T00:00:00Z,2017020493,R,1,4,2,1,NYR,0,0.6666,0,1,0,1,0.0,3,0,0,28,35,LAK,26,0,0
0.5714,27,36,2017-10-14T23:00:00Z,2017020065,H,1,3,2,1,NJD,0,0.8,0,1,0,3,0.0,5,0,0,19,31,NYR,3,0,0
0.5614,25,32,2018-03-24T23:00:00Z,2017021159,R,1,5,1,1,NYR,0,0.3333,0,2,1,3,0.3333,3,0,0,23,44,BUF,7,0,0
0.5106,23,24,2018-02-25T16:00:00Z,2017020959,R,1,4,0,1,NSH,0,0.5,0,1,0,5,0.0,2,0,0,39,27,STL,19,0,0
0.5,29,29,2018-02-09T00:00:00Z,2017020827,H,1,3,2,1,CGY,0,0.0,0,0,1,2,0.5,0,0,0,25,32,NJD,1,0,0
0.4776,35,32,2017-10-27T23:30:00Z,2017020153,H,1,2,1,1,NSH,0,0.8333,0,1,0,6,0.0,6,0,0,30,44,CHI,16,0,0
0.425,23,17,2018-03-01T00:00:00Z,2017020978,R,1,3,1,1,MTL,0,0.5,0,1,0,2,0.0,2,0,0,26,28,NYI,2,0,0
0.4821,29,27,2017-12-13T00:00:00Z,2017020470,H,1,7,2,1,EDM,0,0.5,0,2,0,2,0.0,4,0,0,38,29,CBJ,29,0,0
0.3888,44,28,2017-10-10T23:00:00Z,2017020042,R,1,6,5,1,NSH,0,0.25,0,3,2,5,0.4,4,0,0,31,30,PHI,4,0,0
0.3518,35,19,2017-11-30T00:30:00Z,2017020378,R,1,2,1,1,MTL,0,1.0,0,0,0,3,0.0,2,0,0,31,28,OTT,9,0,0
0.459,33,28,2018-01-10T00:00:00Z,2017020654,R,1,3,1,1,WSH,0,1.0,0,0,1,3,0.3333,2,0,0,36,38,VAN,23,0,0
0.5263,27,30,2018-04-04T23:30:00Z,2017021238,H,1,4,2,1,OTT,0,1.0,0,0,0,3,0.0,1,0,0,32,34,BUF,7,0,0
0.5,32,32,2017-11-04T23:00:00Z,2017020210,R,1,4,2,1,VAN,0,1.0,0,0,1,4,0.25,2,0,0,21,39,PIT,5,0,0
0.5322,29,33,2017-11-02T23:30:00Z,2017020188,R,1,3,1,1,OTT,0,0.5,0,1,1,2,0.5,2,0,0,30,25,DET,17,0,0
0.5,29,29,2018-03-20T23:30:00Z,2017021127,R,1,4,3,1,TBL,0,1.0,0,0,1,3,0.3333,1,0,0,25,30,TOR,10,0,0
0.5396,29,34,2018-03-07T00:00:00Z,2017021026,R,1,6,2,1,MIN,0,0.0,0,2,1,3,0.3333,2,0,0,31,31,CAR,12,0,0
0.4133,44,31,2017-11-25T00:00:00Z,2017020339,R,1,3,1,1,BUF,0,1.0,0,0,0,3,0.0,3,0,0,31,30,EDM,22,0,0
0.5172,28,30,2017-10-07T23:30:00Z,2017020025,R,1,5,1,1,CHI,0,0.5,0,1,0,2,0.0,2,0,0,29,33,CBJ,29,0,0
0.4814,28,26,2018-02-07T00:00:00Z,2017020815,H,1,3,2,1,WSH,0,0.0,0,1,0,3,0.0,1,0,0,25,39,CBJ,29,0,0
0.4285,28,21,2018-01-31T00:00:00Z,2017020763,H,1,4,1,1,FLA,0,0.0,0,0,0,1,0.0,0,0,0,40,33,NYI,2,0,0
0.5076,32,33,2018-02-04T00:00:00Z,2017020796,R,1,3,2,1,FLA,0,1.0,0,0,0,2,0.0,3,0,0,33,28,DET,17,0,0
0.5076,32,33,2017-10-27T23:30:00Z,2017020152,H,1,2,1,1,STL,0,0.0,0,0,0,1,0.0,0,0,0,34,27,CAR,12,0,0
0.5517,26,32,2018-02-16T00:00:00Z,2017020880,R,1,3,0,1,NYI,0,0.5,0,1,0,3,0.0,2,0,0,35,50,NYR,3,0,0
0.5081,30,31,2017-11-08T00:30:00Z,2017020229,R,1,3,2,1,MTL,0,1.0,0,0,0,2,0.0,2,0,0,28,31,VGK,54,0,0
0.6271,22,37,2018-02-16T00:00:00Z,2017020888,R,1,4,1,1,VGK,0,0.5,0,1,0,1,0.0,2,0,0,28,29,EDM,22,0,0
0.4074,32,22,2018-04-07T23:00:00Z,2017021262,R,1,5,3,1,WSH,0,1.0,0,0,0,1,0.0,2,0,0,26,26,NJD,1,0,0
0.5,34,34,2018-04-07T23:00:00Z,2017021261,R,1,4,3,1,FLA,0,0.6666,0,1,1,3,0.3333,3,0,0,27,41,BUF,7,0,0
0.4561,31,26,2017-12-31T00:00:00Z,2017020590,R,1,3,2,1,STL,0,1.0,0,0,0,2,0.0,2,0,0,29,25,CAR,12,0,0
0.431,33,25,2018-01-31T00:00:00Z,2017020761,H,1,3,1,1,ANA,0,0.5,0,1,0,4,0.0,2,0,0,27,31,BOS,6,0,0
0.5322,29,33,2017-12-15T00:00:00Z,2017020484,R,1,2,0,1,MIN,0,1.0,0,0,0,4,0.0,1,0,0,26,28,TOR,10,0,0
0.5,32,32,2018-03-02T00:00:00Z,2017020990,R,1,7,2,1,SJS,0,1.0,0,0,0,1,0.0,1,0,0,34,34,CHI,16,0,0
0.5084,29,30,2018-01-31T00:00:00Z,2017020771,H,1,4,2,1,VGK,0,0.5,0,1,0,3,0.0,2,0,0,35,33,CGY,20,0,0
0.3965,35,23,2017-12-28T00:00:00Z,2017020566,R,1,4,3,1,WPG,0,1.0,0,0,0,1,0.0,4,0,0,39,25,EDM,22,0,0
0.423,30,22,2018-02-25T00:00:00Z,2017020951,R,1,6,5,1,FLA,0,1.0,0,0,1,1,1.0,3,0,0,30,37,PIT,5,0,0
0.5443,36,43,2018-04-03T23:00:00Z,2017021235,H,1,4,1,1,ARI,0,1.0,0,0,0,1,0.0,4,0,0,21,43,CGY,20,0,0
0.4912,29,28,2018-02-21T00:00:00Z,2017020923,H,1,3,2,1,SJS,0,1.0,0,0,1,3,0.3333,2,0,0,23,33,STL,19,0,0
0.4615,28,24,2018-03-10T00:00:00Z,2017021044,R,1,3,2,1,CBJ,0,1.0,0,0,0,2,0.0,2,0,0,36,24,DET,17,0,0
0.5633,31,40,2018-03-29T23:00:00Z,2017021194,R,1,5,3,1,NSH,0,1.0,0,0,0,6,0.0,5,0,0,32,42,SJS,28,0,0
0.5227,21,23,2018-01-05T00:00:00Z,2017020622,R,1,6,2,1,MIN,0,0.6666,0,1,0,3,0.0,3,0,0,27,31,BUF,7,0,0
0.4838,32,30,2017-12-23T00:00:00Z,2017020541,H,1,3,2,1,MTL,0,1.0,0,0,1,3,0.3333,1,0,0,35,23,CGY,20,0,0
0.5689,25,33,2018-03-18T21:00:00Z,2017021112,R,1,6,3,1,PHI,0,1.0,0,0,0,3,0.0,3,0,0,35,28,WSH,15,0,0
0.5344,27,31,2018-03-27T23:30:00Z,2017021179,R,1,5,2,1,DET,0,0.5,0,1,0,2,0.0,2,0,0,26,24,PIT,5,0,0
0.3673,31,18,2018-02-11T01:00:00Z,2017020847,R,1,3,1,1,CAR,0,1.0,0,0,0,5,0.0,3,0,0,35,30,COL,21,0,0
0.5806,26,36,2018-03-24T23:00:00Z,2017021157,R,1,2,1,1,NJD,0,1.0,0,0,1,2,0.5,1,0,0,31,36,TBL,14,0,0
0.5,28,28,2018-01-13T00:00:00Z,2017020669,H,1,4,2,1,EDM,0,1.0,0,0,0,1,0.0,1,0,0,27,22,ARI,53,0,0
0.4285,32,24,2018-02-10T00:30:00Z,2017020839,R,1,4,1,1,CAR,0,1.0,0,0,0,2,0.0,3,0,0,33,22,VAN,23,0,0
0.5312,30,34,2018-01-19T00:30:00Z,2017020697,R,1,4,3,1,NYR,0,1.0,0,0,2,4,0.5,2,0,0,34,37,BUF,7,0,0
0.5468,29,35,2018-02-18T01:00:00Z,2017020903,H,1,6,3,1,FLA,0,0.5,0,2,2,7,0.2857,4,0,0,30,33,CGY,20,0,0
0.4705,36,32,2018-03-15T23:30:00Z,2017021087,R,1,3,0,1,FLA,0,0.5,0,1,0,4,0.0,2,0,0,28,46,BOS,6,0,0
0.4754,32,29,2018-03-15T23:00:00Z,2017021089,R,1,6,2,1,WPG,0,1.0,0,0,0,3,0.0,4,0,0,39,27,CHI,16,0,0
0.4788,37,34,2017-12-08T00:00:00Z,2017020430,R,1,6,1,1,BOS,0,0.75,0,1,0,0,0.0,4,0,0,32,21,ARI,53,0,0
0.537,25,29,2017-12-01T00:00:00Z,2017020386,R,1,3,0,1,CGY,0,1.0,0,0,0,2,0.0,1,0,0,44,28,ARI,53,0,0
0.5555,24,30,2018-03-04T18:00:00Z,2017021010,R,1,6,3,1,ANA,0,0.5,0,1,0,2,0.0,2,0,0,31,40,CHI,16,0,0
0.5263,27,30,2018-02-22T00:00:00Z,2017020928,R,1,2,0,1,ANA,0,0.6666,0,1,0,4,0.0,3,0,0,17,41,DAL,25,0,0
0.4193,36,26,2018-04-03T23:00:00Z,2017021229,R,1,5,2,1,NJD,0,0.25,0,3,0,2,0.0,4,0,0,44,24,NYR,3,0,0
0.3846,32,20,2017-12-12T00:00:00Z,2017020464,R,1,5,1,1,WPG,0,0.6666,0,1,0,2,0.0,3,0,0,24,26,VAN,23,0,0
0.4067,35,24,2018-02-11T00:00:00Z,2017020851,R,1,6,4,1,SJS,0,1.0,0,0,0,3,0.0,1,0,0,30,31,EDM,22,0,0
0.4109,43,30,2018-03-13T23:00:00Z,2017021074,R,1,3,1,1,NSH,0,1.0,0,0,1,5,0.2,3,0,0,45,33,WPG,52,0,0
0.3921,31,20,2018-03-16T23:00:00Z,2017021094,H,1,4,2,1,NSH,0,1.0,0,0,0,4,0.0,4,0,0,28,35,COL,21,0,0
0.409,39,27,2018-01-31T00:00:00Z,2017020764,R,1,5,2,1,PIT,0,1.0,0,0,2,5,0.4,3,0,0,31,42,SJS,28,0,0
0.5357,26,30,2018-03-10T00:00:00Z,2017021047,H,1,5,2,1,MIN,0,1.0,0,0,0,1,0.0,2,0,0,36,32,VAN,23,0,0
0.4509,28,23,2018-02-18T22:00:00Z,2017020911,R,1,5,2,1,SJS,0,1.0,0,0,0,0,0.0,2,0,0,28,28,DAL,25,0,0
0.5873,26,37,2017-10-14T23:00:00Z,2017020067,R,1,4,3,1,PIT,0,0.6666,0,1,1,5,0.2,3,0,0,33,46,FLA,13,0,0
0.4736,30,27,2018-04-07T22:00:00Z,2017021267,H,1,3,0,1,ANA,0,0.5,0,1,0,4,0.0,2,0,0,27,31,ARI,53,0,0
0.4464,31,25,2018-03-07T00:00:00Z,2017021022,H,1,3,0,1,WPG,0,0.0,0,0,0,1,0.0,0,0,0,34,31,NYR,3,0,0
0.4363,31,24,2018-02-11T00:00:00Z,2017020846,R,1,4,3,1,TBL,0,0.75,0,1,0,3,0.0,4,0,0,28,47,LAK,26,0,0
0.3968,38,25,2018-01-24T00:00:00Z,2017020742,R,1,6,3,1,ANA,0,0.6666,0,2,1,3,0.3333,6,0,0,31,44,NYR,3,0,0
0.6034,23,35,2017-12-06T00:30:00Z,2017020419,R,1,5,1,1,DET,0,1.0,0,0,1,6,0.1666,6,0,0,32,26,WPG,52,0,0
0.4666,32,28,2018-03-18T21:00:00Z,2017021111,H,1,4,3,1,CAR,0,1.0,0,0,2,3,0.6666,3,0,0,39,29,NYI,2,0,0
0.5166,29,31,2017-11-04T23:00:00Z,2017020201,H,1,3,2,1,WSH,0,1.0,0,0,1,4,0.25,2,0,0,27,33,BOS,6,0,0
0.5882,21,30,2018-02-15T00:30:00Z,2017020877,R,1,2,0,1,COL,0,1.0,0,0,0,4,0.0,2,0,0,25,44,MTL,8,0,0
0.4838,32,30,2018-01-23T00:00:00Z,2017020728,R,1,3,1,1,MIN,0,0.5,0,1,0,2,0.0,2,0,0,36,38,OTT,9,0,0
0.4354,35,27,2018-03-03T23:00:00Z,2017021006,R,1,2,1,1,ARI,0,1.0,0,0,0,2,0.0,3,0,0,27,24,OTT,9,0,0
0.45,33,27,2018-03-24T23:00:00Z,2017021160,H,1,2,1,1,STL,0,1.0,0,0,0,3,0.0,2,0,0,28,34,CBJ,29,0,0
0.4328,38,29,2018-03-17T17:00:00Z,2017021098,R,1,5,3,1,BUF,0,0.75,0,1,0,2,0.0,4,0,0,32,37,CHI,16,0,0
0.6315,21,36,2017-12-24T00:00:00Z,2017020549,H,1,4,0,1,ANA,0,0.5,0,1,0,2,0.0,2,0,0,23,29,PIT,5,0,0
0.4923,33,32,2018-03-23T23:30:00Z,2017021150,H,1,3,2,1,BOS,0,1.0,0,0,0,4,0.0,3,0,0,36,42,DAL,25,0,0
0.492,32,31,2017-11-02T23:00:00Z,2017020186,R,1,2,1,1,BOS,0,1.0,0,0,0,3,0.0,1,0,0,28,29,VGK,54,0,0
0.5573,27,34,2018-02-13T00:00:00Z,2017020863,R,1,6,1,1,ARI,0,0.75,0,1,1,6,0.1666,4,0,0,22,38,CHI,16,0,0
0.5396,29,34,2017-11-26T00:00:00Z,2017020354,R,1,6,3,1,STL,0,0.625,0,3,2,3,0.6666,8,0,0,40,25,MIN,30,0,0
0.4285,40,30,2017-10-05T23:00:00Z,2017020011,R,1,5,4,1,ANA,0,1.0,0,0,2,4,0.5,4,0,0,41,30,ARI,53,0,0
0.6,30,45,2018-01-11T00:30:00Z,2017020660,H,1,4,3,1,OTT,0,1.0,0,0,0,3,0.0,1,0,0,32,48,TOR,10,0,0
0.4411,38,30,2018-03-31T23:30:00Z,2017021217,R,1,3,2,1,VGK,0,1.0,0,0,0,2,0.0,4,0,0,38,31,SJS,28,0,0
0.4929,36,35,2017-11-02T23:00:00Z,2017020193,R,1,5,2,1,WPG,0,0.3333,0,2,0,0,0.0,3,0,0,27,23,DAL,25,0,0
0.5593,26,33,2018-03-26T23:30:00Z,2017021173,H,1,4,1,1,ARI,0,0.75,0,1,1,2,0.5,4,0,0,35,20,TBL,14,0,0
0.4423,29,23,2017-10-21T17:00:00Z,2017020111,R,1,2,1,1,PHI,0,0.5,0,1,0,3,0.0,2,0,0,24,24,EDM,22,0,0
0.6226,20,33,2018-03-08T00:30:00Z,2017021029,H,1,5,1,1,CGY,0,0.5,0,1,0,3,0.0,2,0,0,41,26,BUF,7,0,0
0.3606,39,22,2018-03-04T01:30:00Z,2017021007,H,1,3,2,1,NYR,0,0.6666,0,1,0,2,0.0,3,0,0,34,37,EDM,22,0,0
0.4603,34,29,2018-01-13T00:30:00Z,2017020668,R,1,2,1,1,CHI,0,1.0,0,0,0,3,0.0,3,0,0,27,32,WPG,52,0,0
0.5692,28,37,2017-12-23T22:00:00Z,2017020552,R,1,4,1,1,EDM,0,0.6666,0,1,1,2,0.5,3,0,0,35,30,MTL,8,0,0
0.4166,42,30,2017-10-28T23:00:00Z,2017020158,R,1,5,4,1,MTL,0,0.8333,0,1,1,4,0.25,6,0,0,43,26,NYR,3,0,0
0.4032,37,25,2018-01-10T00:00:00Z,2017020653,H,1,7,4,1,WPG,0,0.5,0,2,1,3,0.3333,4,0,0,37,34,BUF,7,0,0
0.6271,22,37,2018-02-12T00:00:00Z,2017020858,H,1,3,2,1,CGY,0,0.75,0,1,0,5,0.0,4,0,0,42,25,NYI,2,0,0
0.5357,26,30,2018-04-06T23:30:00Z,2017021253,R,1,4,0,1,PIT,0,0.8333,0,1,0,4,0.0,6,0,0,23,35,OTT,9,0,0
0.4328,38,29,2018-03-04T01:00:00Z,2017021005,R,1,5,2,1,WSH,0,0.0,0,2,0,2,0.0,2,0,0,34,29,TOR,10,0,0
0.415,31,22,2018-04-07T23:30:00Z,2017021270,H,1,4,2,1,DAL,0,1.0,0,0,0,3,0.0,1,0,0,18,36,LAK,26,0,0
0.3454,36,19,2018-04-07T23:00:00Z,2017021265,R,1,4,2,1,NSH,0,0.6,0,2,0,1,0.0,5,0,0,27,31,CBJ,29,0,0
0.4754,32,29,2017-11-10T00:00:00Z,2017020240,R,1,4,1,1,ANA,0,0.5,0,3,0,5,0.0,6,0,0,35,20,VAN,23,0,0
0.4677,33,29,2017-12-02T23:00:00Z,2017020405,R,1,5,0,1,ARI,0,1.0,0,0,0,3,0.0,2,0,0,27,27,NJD,1,0,0
0.6,22,33,2018-03-11T22:00:00Z,2017021062,R,1,1,0,1,ARI,0,0.5,0,1,0,1,0.0,2,0,0,24,27,VAN,23,0,0
0.4516,34,28,2017-12-31T00:00:00Z,2017020592,H,1,4,3,1,LAK,0,0.5,0,1,0,1,0.0,2,0,0,36,25,VAN,23,0,0
0.4528,29,24,2018-03-25T22:00:00Z,2017021164,H,1,4,1,1,VAN,0,0.6666,0,2,0,3,0.0,6,0,0,27,31,DAL,25,0,0
0.5094,26,27,2017-12-28T00:00:00Z,2017020568,H,1,4,1,1,VGK,0,1.0,0,0,0,2,0.0,2,0,0,28,28,ANA,24,0,0
0.4925,34,33,2017-12-21T00:30:00Z,2017020528,R,1,2,1,1,CGY,0,1.0,0,0,1,4,0.25,4,0,0,33,22,STL,19,0,0
0.5737,26,35,2017-11-01T23:00:00Z,2017020181,R,1,3,0,1,CHI,0,0.75,0,1,0,3,0.0,4,0,0,35,35,PHI,4,0,0
0.3333,38,19,2017-10-15T20:00:00Z,2017020077,R,1,3,1,1,VGK,0,1.0,0,0,0,3,0.0,4,0,0,26,22,BOS,6,0,0
0.5438,26,31,2017-10-05T23:30:00Z,2017020009,R,1,4,2,1,DET,0,0.6,0,2,0,4,0.0,5,0,0,31,39,MIN,30,0,0
0.3508,37,20,2018-02-09T00:00:00Z,2017020828,R,1,5,3,1,PHI,0,0.5,0,2,1,3,0.3333,4,0,0,28,28,MTL,8,0,0
0.5468,29,35,2018-03-22T23:30:00Z,2017021140,H,1,6,2,1,EDM,0,0.8,0,1,1,2,0.5,5,0,0,38,35,OTT,9,0,0
0.5087,28,29,2018-02-23T00:30:00Z,2017020933,R,1,3,1,1,MTL,0,1.0,0,0,1,4,0.25,5,0,0,41,32,NYR,3,0,0
0.5689,25,33,2017-12-15T00:00:00Z,2017020483,H,1,3,1,1,ANA,0,1.0,0,0,0,4,0.0,1,0,0,18,30,STL,19,0,0
0.4545,42,35,2017-11-22T00:30:00Z,2017020318,R,1,3,1,1,DAL,0,1.0,0,0,1,5,0.2,3,0,0,29,30,MTL,8,0,0
0.5312,30,34,2018-01-13T18:00:00Z,2017020670,H,1,7,2,1,NYI,0,1.0,0,0,1,3,0.3333,2,0,0,37,39,NYR,3,0,0
0.4482,32,26,2018-02-07T00:00:00Z,2017020813,R,1,5,4,1,PIT,0,1.0,0,0,1,3,0.3333,5,0,0,38,25,VGK,54,0,0
0.4843,33,31,2017-12-10T00:00:00Z,2017020452,H,1,5,3,1,VGK,0,0.5,0,1,0,3,0.0,2,0,0,39,39,DAL,25,0,0
0.5172,28,30,2018-02-06T00:00:00Z,2017020811,R,1,6,2,1,EDM,0,0.5,0,2,1,3,0.3333,4,0,0,35,34,TBL,14,0,0
0.5245,29,32,2017-12-08T00:00:00Z,2017020436,H,1,4,1,1,PHI,0,0.6666,0,2,0,2,0.0,6,0,0,26,37,VAN,23,0,0
0.5428,32,38,2018-02-14T00:00:00Z,2017020868,R,1,6,3,1,PIT,0,0.0,0,1,1,2,0.5,1,0,0,28,33,OTT,9,0,0
0.614,22,35,2017-10-17T23:00:00Z,2017020089,H,1,5,3,1,CAR,0,0.6,0,2,2,7,0.2857,5,0,0,21,51,EDM,22,0,0
0.5576,23,29,2017-12-15T00:00:00Z,2017020485,H,1,5,1,1,CHI,0,1.0,0,0,1,2,0.5,3,0,0,30,28,WPG,52,0,0
0.5517,26,32,2017-10-10T23:00:00Z,2017020039,H,1,3,1,1,STL,0,0.75,0,1,1,4,0.25,4,0,0,23,33,NYR,3,0,0
0.4677,33,29,2017-10-13T23:00:00Z,2017020059,R,1,3,1,1,CBJ,0,1.0,0,0,0,4,0.0,3,0,0,43,38,NYR,3,0,0
0.431,33,25,2017-12-06T00:30:00Z,2017020420,R,1,6,2,1,TBL,0,0.5,0,2,1,2,0.5,4,0,0,34,31,NYI,2,0,0
0.4615,28,24,2018-02-17T00:30:00Z,2017020893,R,1,2,1,1,DAL,0,0.75,0,1,1,5,0.2,4,0,0,16,29,STL,19,0,0
0.5,31,31,2017-10-22T00:00:00Z,2017020120,H,1,4,2,1,MIN,0,0.6666,0,1,1,6,0.1666,3,0,0,32,37,CGY,20,0,0
0.4576,32,27,2018-01-17T00:30:00Z,2017020690,H,1,4,2,1,DAL,0,0.3333,0,2,0,2,0.0,3,0,0,26,15,DET,17,0,0
0.2083,38,10,2018-02-02T00:00:00Z,2017020780,R,1,2,0,1,CAR,0,1.0,0,0,0,1,0.0,3,0,0,30,27,MTL,8,0,0
0.6041,19,29,2018-03-20T23:00:00Z,2017021124,H,1,7,3,1,EDM,0,1.0,0,0,1,2,0.5,1,0,0,30,33,CAR,12,0,0
0.4393,37,29,2018-02-04T00:00:00Z,2017020800,R,1,5,2,1,NSH,0,0.8,0,1,2,3,0.6666,5,0,0,28,22,NYR,3,0,0
0.492,32,31,2017-12-16T23:00:00Z,2017020501,R,1,2,0,1,STL,0,0.6,0,2,0,4,0.0,5,0,0,30,48,WPG,52,0,0
0.5846,27,38,2017-11-05T19:00:00Z,2017020213,H,1,4,0,1,DET,0,0.5,0,1,0,2,0.0,2,0,0,35,36,EDM,22,0,0
0.4693,26,23,2018-03-09T00:30:00Z,2017021043,R,1,2,0,1,SJS,0,0.5,0,1,0,1,0.0,2,0,0,36,16,STL,19,0,0
0.5789,24,33,2017-12-01T00:00:00Z,2017020383,H,1,5,3,1,VAN,0,0.75,0,1,1,4,0.25,4,0,0,32,32,NSH,18,0,0
0.5079,31,32,2018-02-07T00:30:00Z,2017020821,H,1,3,2,1,CGY,0,1.0,0,0,1,5,0.2,4,0,0,23,36,CHI,16,0,0
0.5671,29,38,2017-10-11T23:30:00Z,2017020047,H,1,3,2,1,PIT,0,0.5,0,3,0,4,0.0,6,0,0,36,22,WSH,15,0,0
0.5319,22,25,2017-12-14T00:00:00Z,2017020475,R,1,3,2,1,OTT,0,1.0,0,0,0,1,0.0,2,0,0,30,29,NYR,3,0,0
0.4637,37,32,2017-12-20T00:00:00Z,2017020521,H,1,6,4,1,WPG,0,0.8,0,1,1,3,0.3333,5,0,0,36,34,NSH,18,0,0
0.4415,43,34,2017-10-21T23:30:00Z,2017020116,H,1,4,1,1,FLA,0,0.6666,0,2,0,4,0.0,6,0,0,23,42,WSH,15,0,0
0.549,23,28,2017-12-28T00:00:00Z,2017020558,R,1,5,1,1,BOS,0,1.0,0,0,0,1,0.0,2,0,0,23,26,OTT,9,0,0
0.5522,30,37,2017-12-07T01:00:00Z,2017020427,R,1,6,2,1,WSH,0,0.6666,0,1,0,4,0.0,3,0,0,25,39,CHI,16,0,0
0.4107,33,23,2017-11-18T00:00:00Z,2017020290,R,1,2,0,1,CBJ,0,0.6666,0,1,0,3,0.0,3,0,0,42,36,NYR,3,0,0
0.5862,24,34,2017-12-14T00:00:00Z,2017020476,H,1,5,2,1,DAL,0,1.0,0,0,1,2,0.5,1,0,0,27,34,NYI,2,0,0
0.4444,40,32,2017-12-09T00:00:00Z,2017020439,H,1,5,3,1,CBJ,0,0.5,0,1,0,4,0.0,2,0,0,28,24,NJD,1,0,0
0.4761,33,30,2017-12-02T00:00:00Z,2017020391,R,1,4,2,1,CBJ,0,0.8571,0,1,0,4,0.0,7,0,0,31,27,ANA,24,0,0
0.6231,26,43,2018-02-07T00:00:00Z,2017020819,H,1,6,2,1,MIN,0,0.3333,0,2,0,3,0.0,3,0,0,20,37,STL,19,0,0
0.4687,34,30,2017-12-07T00:00:00Z,2017020429,R,1,3,0,1,ANA,0,1.0,0,0,0,3,0.0,2,0,0,22,29,OTT,9,0,0
0.5211,34,37,2018-03-22T23:00:00Z,2017021138,R,1,6,5,1,CAR,0,1.0,0,0,1,3,0.3333,1,0,0,30,33,ARI,53,0,0
0.4576,32,27,2018-01-21T00:00:00Z,2017020715,H,1,5,2,1,ARI,0,0.6666,0,1,2,3,0.6666,3,0,0,44,27,STL,19,0,0
0.4107,33,23,2018-03-19T23:30:00Z,2017021118,H,1,2,0,1,FLA,0,1.0,0,0,0,5,0.0,2,0,0,40,28,MTL,8,0,0
0.4285,36,27,2018-03-03T00:00:00Z,2017020999,R,1,4,2,1,ANA,0,1.0,0,0,0,4,0.0,2,0,0,35,36,CBJ,29,0,0
0.5686,22,29,2018-02-10T00:00:00Z,2017020840,H,1,5,2,1,STL,0,1.0,0,0,1,4,0.25,2,0,0,27,22,WPG,52,0,0
0.5,31,31,2018-03-03T00:30:00Z,2017020992,R,1,4,1,1,FLA,0,1.0,0,0,0,3,0.0,3,0,0,30,25,BUF,7,0,0
0.4117,30,21,2018-02-06T00:30:00Z,2017020810,R,1,2,1,1,DAL,0,0.8,0,1,0,3,0.0,5,0,0,41,32,NYR,3,0,0
0.5,28,28,2017-12-22T00:00:00Z,2017020536,R,1,3,2,1,EDM,0,1.0,0,0,0,1,0.0,3,0,0,35,36,STL,19,0,0
